id,model,parameters,columns,transformers,column_transforms,valid_strategy,one_fold,observation,post_accuracy,post_precision,post_recall,post_error,user_accuracy,user_precision,user_recall,user_error
150,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,"{'n_estimators': 300, 'random_state': 42}","['social_prepocessed_text', 'happy', 'angry', 'surprise', 'sad', 'fear']","[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 1), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'social_prepocessed_text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.408,0.616,0.5479999999999999,0.138,0.408,0.616,0.5479999999999999,0.138
151,<class 'sklearn.svm._classes.SVC'>,"{'C': 7.0, 'random_state': 42}",['social_prepocessed_text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 7)}, 'columns': 'social_prepocessed_text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.397,0.579,0.5579999999999999,0.133,0.397,0.579,0.5579999999999999,0.133
152,<class 'sklearn.svm._classes.SVC'>,"{'C': 7.0, 'random_state': 42}",['text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 3), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.42,0.665,0.532,0.158,0.42,0.665,0.532,0.158
153,<class 'lightgbm.sklearn.LGBMClassifier'>,"{'n_estimators': 300, 'random_state': 42, 'num_leaves': 32, 'colsample_bytree': 0.8}",['text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 7)}, 'columns': 'text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.34600000000000003,0.515,0.514,0.119,0.34600000000000003,0.515,0.514,0.119
154,<class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>,"{'n_estimators': 25, 'random_state': 42}",['text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 7)}, 'columns': 'text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.321,0.431,0.5579999999999999,0.10800000000000001,0.321,0.431,0.5579999999999999,0.10800000000000001
155,<class 'sklearn.linear_model._logistic.LogisticRegression'>,"{'C': 10.0, 'random_state': 42}",['text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 2), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.424,0.6729999999999999,0.535,0.161,0.424,0.6729999999999999,0.535,0.161
156,<class 'lightgbm.sklearn.LGBMClassifier'>,"{'n_estimators': 50, 'random_state': 42}","['social_prepocessed_text', 'happy', 'angry', 'surprise', 'sad', 'fear']","[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 1), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'social_prepocessed_text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.344,0.564,0.469,0.156,0.344,0.564,0.469,0.156
157,<class 'lightgbm.sklearn.LGBMClassifier'>,"{'n_estimators': 200, 'random_state': 42, 'num_leaves': 64}","['social_prepocessed_text', 'happy', 'angry', 'surprise', 'sad', 'fear']","[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 1), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'social_prepocessed_text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.353,0.568,0.483,0.147,0.353,0.568,0.483,0.147
158,<class 'lightgbm.sklearn.LGBMClassifier'>,"{'n_estimators': 300, 'random_state': 42, 'num_leaves': 32, 'colsample_bytree': 0.8}","['social_prepocessed_text', 'happy', 'angry', 'surprise', 'sad', 'fear']","[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 7)}, 'columns': 'social_prepocessed_text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.33899999999999997,0.521,0.493,0.135,0.33899999999999997,0.521,0.493,0.135
159,<class 'lightgbm.sklearn.LGBMClassifier'>,"{'n_estimators': 200, 'random_state': 42}","['social_prepocessed_text', 'happy', 'angry', 'surprise', 'sad', 'fear']","[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 5), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'social_prepocessed_text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.36,0.569,0.495,0.154,0.36,0.569,0.495,0.154
160,<class 'sklearn.linear_model._logistic.LogisticRegression'>,"{'C': 15.0, 'random_state': 42}",['text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 7)}, 'columns': 'text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.40399999999999997,0.642,0.521,0.163,0.40399999999999997,0.642,0.521,0.163
161,<class 'lightgbm.sklearn.LGBMClassifier'>,"{'n_estimators': 500, 'random_state': 42}",['text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 1), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.34600000000000003,0.561,0.475,0.172,0.34600000000000003,0.561,0.475,0.172
162,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,"{'n_estimators': 250, 'random_state': 42}",['text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 7), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.397,0.605,0.536,0.14,0.397,0.605,0.536,0.14
163,<class 'sklearn.linear_model._logistic.LogisticRegression'>,"{'C': 15.0, 'random_state': 42}",['text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 2)}, 'columns': 'text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.417,0.677,0.521,0.158,0.417,0.677,0.521,0.158
164,<class 'sklearn.svm._classes.SVC'>,"{'C': 7.0, 'random_state': 42}",['text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 1), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.408,0.629,0.5379999999999999,0.149,0.408,0.629,0.5379999999999999,0.149
165,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,"{'n_estimators': 250, 'random_state': 42}","['text', 'happy', 'angry', 'surprise', 'sad', 'fear']","[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 1), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.404,0.601,0.552,0.14400000000000002,0.404,0.601,0.552,0.14400000000000002
166,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,"{'n_estimators': 100, 'random_state': 42}","['social_prepocessed_text', 'happy', 'angry', 'surprise', 'sad', 'fear']","[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 1), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'social_prepocessed_text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.401,0.618,0.534,0.151,0.401,0.618,0.534,0.151
167,<class 'sklearn.linear_model._logistic.LogisticRegression'>,"{'C': 7.0, 'random_state': 42}",['text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 1)}, 'columns': 'text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.394,0.632,0.512,0.14400000000000002,0.394,0.632,0.512,0.14400000000000002
168,<class 'sklearn.linear_model._logistic.LogisticRegression'>,"{'C': 5.0, 'random_state': 42}",['text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 7)}, 'columns': 'text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.397,0.629,0.518,0.158,0.397,0.629,0.518,0.158
169,<class 'sklearn.svm._classes.SVC'>,"{'C': 0.1, 'random_state': 42}",['text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 1), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.344,0.464,0.57,0.096,0.344,0.464,0.57,0.096
170,<class 'sklearn.linear_model._logistic.LogisticRegression'>,"{'C': 15.0, 'random_state': 42}","['text', 'happy', 'angry', 'surprise', 'sad', 'fear']","[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 3)}, 'columns': 'text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.392,0.633,0.507,0.156,0.392,0.633,0.507,0.156
171,<class 'lightgbm.sklearn.LGBMClassifier'>,"{'n_estimators': 500, 'random_state': 42}",['text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 1)}, 'columns': 'text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.374,0.595,0.502,0.149,0.374,0.595,0.502,0.149
172,<class 'sklearn.linear_model._logistic.LogisticRegression'>,"{'C': 0.1, 'random_state': 42}","['social_prepocessed_text', 'happy', 'angry', 'surprise', 'sad', 'fear']","[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 5), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'social_prepocessed_text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.326,0.46,0.528,0.128,0.326,0.46,0.528,0.128
173,<class 'lightgbm.sklearn.LGBMClassifier'>,"{'n_estimators': 300, 'random_state': 42}","['social_prepocessed_text', 'happy', 'angry', 'surprise', 'sad', 'fear']","[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 7)}, 'columns': 'social_prepocessed_text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.32299999999999995,0.5,0.478,0.126,0.32299999999999995,0.5,0.478,0.126
174,<class 'sklearn.svm._classes.SVC'>,"{'C': 15.0, 'random_state': 42}","['social_prepocessed_text', 'happy', 'angry', 'surprise', 'sad', 'fear']","[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 3), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'social_prepocessed_text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.314,0.474,0.48200000000000004,0.154,0.314,0.474,0.48200000000000004,0.154
175,<class 'sklearn.svm._classes.SVC'>,"{'C': 7.0, 'random_state': 42}","['social_prepocessed_text', 'happy', 'angry', 'surprise', 'sad', 'fear']","[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 2)}, 'columns': 'social_prepocessed_text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.303,0.504,0.431,0.181,0.303,0.504,0.431,0.181
176,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,"{'n_estimators': 350, 'random_state': 42}","['social_prepocessed_text', 'happy', 'angry', 'surprise', 'sad', 'fear']","[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 3), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'social_prepocessed_text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.424,0.649,0.551,0.14400000000000002,0.424,0.649,0.551,0.14400000000000002
177,<class 'lightgbm.sklearn.LGBMClassifier'>,"{'n_estimators': 50, 'random_state': 42}",['text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 7), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.376,0.59,0.509,0.142,0.376,0.59,0.509,0.142
178,<class 'sklearn.svm._classes.SVC'>,"{'C': 2.0, 'random_state': 42}",['text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 5)}, 'columns': 'text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.392,0.578,0.55,0.131,0.392,0.578,0.55,0.131
179,<class 'sklearn.linear_model._logistic.LogisticRegression'>,"{'C': 10.0, 'random_state': 42}","['social_prepocessed_text', 'happy', 'angry', 'surprise', 'sad', 'fear']","[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 3), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'social_prepocessed_text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.39,0.623,0.511,0.151,0.39,0.623,0.511,0.151
180,<class 'lightgbm.sklearn.LGBMClassifier'>,"{'n_estimators': 300, 'random_state': 42, 'num_leaves': 64}","['social_prepocessed_text', 'happy', 'angry', 'surprise', 'sad', 'fear']","[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 7), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'social_prepocessed_text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.39,0.62,0.512,0.151,0.39,0.62,0.512,0.151
181,<class 'sklearn.linear_model._logistic.LogisticRegression'>,"{'C': 2.0, 'random_state': 42}","['social_prepocessed_text', 'happy', 'angry', 'surprise', 'sad', 'fear']","[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 7)}, 'columns': 'social_prepocessed_text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.374,0.591,0.505,0.17,0.374,0.591,0.505,0.17
182,<class 'sklearn.linear_model._logistic.LogisticRegression'>,"{'C': 15.0, 'random_state': 42}",['social_prepocessed_text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 1), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'social_prepocessed_text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.406,0.621,0.54,0.149,0.406,0.621,0.54,0.149
183,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,"{'n_estimators': 500, 'random_state': 42}","['social_prepocessed_text', 'happy', 'angry', 'surprise', 'sad', 'fear']","[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 7)}, 'columns': 'social_prepocessed_text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.39,0.569,0.5539999999999999,0.122,0.39,0.569,0.5539999999999999,0.122
184,<class 'lightgbm.sklearn.LGBMClassifier'>,"{'n_estimators': 50, 'random_state': 42}","['social_prepocessed_text', 'happy', 'angry', 'surprise', 'sad', 'fear']","[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 7)}, 'columns': 'social_prepocessed_text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.32799999999999996,0.502,0.486,0.135,0.32799999999999996,0.502,0.486,0.135
185,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,"{'n_estimators': 200, 'random_state': 42}",['social_prepocessed_text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 2), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'social_prepocessed_text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.422,0.6459999999999999,0.5489999999999999,0.138,0.422,0.6459999999999999,0.5489999999999999,0.138
186,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,"{'n_estimators': 350, 'random_state': 42}",['text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 1), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.408,0.614,0.5489999999999999,0.135,0.408,0.614,0.5489999999999999,0.135
187,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,"{'n_estimators': 500, 'random_state': 42}",['text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 7), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.406,0.617,0.5429999999999999,0.138,0.406,0.617,0.5429999999999999,0.138
188,<class 'sklearn.svm._classes.SVC'>,"{'C': 5.0, 'random_state': 42}",['text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 5)}, 'columns': 'text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.392,0.578,0.55,0.131,0.392,0.578,0.55,0.131
189,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,"{'n_estimators': 50, 'random_state': 42}",['text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 5), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.411,0.6459999999999999,0.53,0.158,0.411,0.6459999999999999,0.53,0.158
190,<class 'sklearn.linear_model._logistic.LogisticRegression'>,"{'C': 2.0, 'random_state': 42}",['text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 5)}, 'columns': 'text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.41100000000000003,0.626,0.544,0.14400000000000002,0.41100000000000003,0.626,0.544,0.14400000000000002
191,<class 'sklearn.svm._classes.SVC'>,"{'C': 5.0, 'random_state': 42}",['text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 1)}, 'columns': 'text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.415,0.649,0.536,0.147,0.415,0.649,0.536,0.147
192,<class 'sklearn.svm._classes.SVC'>,"{'C': 10.0, 'random_state': 42}",['social_prepocessed_text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 7), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'social_prepocessed_text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.408,0.593,0.5670000000000001,0.131,0.408,0.593,0.5670000000000001,0.131
193,<class 'sklearn.linear_model._logistic.LogisticRegression'>,"{'C': 15.0, 'random_state': 42}",['text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 2), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.424,0.6729999999999999,0.535,0.165,0.424,0.6729999999999999,0.535,0.165
194,<class 'sklearn.linear_model._logistic.LogisticRegression'>,"{'C': 2.0, 'random_state': 42}",['social_prepocessed_text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 7)}, 'columns': 'social_prepocessed_text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.401,0.608,0.542,0.14400000000000002,0.401,0.608,0.542,0.14400000000000002
195,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,"{'n_estimators': 450, 'random_state': 42}","['social_prepocessed_text', 'happy', 'angry', 'surprise', 'sad', 'fear']","[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 2), 'token_pattern': '(?u)\\b\\w\\w+\\b|!|,|.|\\?|\\""|\\\''}, 'columns': 'social_prepocessed_text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.422,0.6409999999999999,0.5529999999999999,0.138,0.422,0.6409999999999999,0.5529999999999999,0.138
196,<class 'lightgbm.sklearn.LGBMClassifier'>,"{'n_estimators': 200, 'random_state': 42}",['text'],"[{'name': 'word_tfidf', 'algorithm': <class 'sklearn.feature_extraction.text.TfidfVectorizer'>, 'parameters': {'analyzer': 'word', 'ngram_range': (1, 7)}, 'columns': 'text'}]","{'remainder': StandardScaler(copy=True, with_mean=True, with_std=True), 'n_jobs': -1}",1,False,BayesianOptimizationOOF,0.33899999999999997,0.532,0.484,0.135,0.33899999999999997,0.532,0.484,0.135
